favorite_count,followers_count,retweet_count,tweet_id
57371,3768860,31140,817827839487737858
11855,3768861,3071,817777686764523521
13051,3768861,3488,817536400337801217
10227,3768860,3902,817502432452313088
38096,3768859,17399,817423860136083457
6234,3768859,1122,817415592588222464
24964,3768859,9846,817181837579653120
9650,3768860,2315,817171292965273600
13331,3768860,3004,817120970343411712
9489,3768861,1916,817056546584727552
18527,3768862,5468,816829038950027264
11030,3768840,2350,816816676327063552
10860,3768862,2529,816697700272001025
33829,3768862,9331,816450570814898180
9529,3768862,2253,816336735214911488
9882,3768863,2490,816091915477250048
5526,3768863,1201,816062466425819140
16251,3768863,6115,816014286006976512
5526,3768864,1201,815990720817401858
24964,3768864,9846,815966073409433600
14627,3768864,4774,815745968457060357
10894,3768864,2607,815736392542261248
9130,3768864,1901,815639385530101762
11423,3768864,4388,815390420867969024
8447,3768865,1500,814986499976527872
12481,3768866,3119,814638523311648768
18319,3768866,6716,814578408554463233
9597,3768866,2143,814530161257443328
31880,3768866,10034,814153002265309185
14015,3768866,3717,813944609378369540
10296,3768866,2180,813910438903693312
40231,3768866,16183,813812741911748608
9265,3768867,2042,813800681631023104
20708,3768867,8436,813217897535406080
10160,3768867,2079,813202720496779264
22007,3768867,5063,813187593374461952
10344,3768867,2227,813172488309972993
8553,3768867,2547,813157409116065792
9316,3768868,2714,813142292504645637
4949,3768868,511,813130366689148928
13188,3768868,3628,813127251579564032
11462,3768868,3208,813112105746448384
11644,3768868,4187,813096984823349248
10956,3768868,3201,813081950185472002
8825,3768868,2259,813066809284972545
23221,3768847,8455,813051746834595840
8342,3768869,2187,812781120811126785
18203,3768869,8025,812747805718642688
7344,3768869,1658,812709060537683968
6759,3768869,1419,812503143955202048
8873,3768869,2218,812466873996607488
15161,3768869,4230,812372279581671427
8067,3768870,1642,811985624773361665
8390,3768870,1873,811744202451197953
6189,3768870,866,811647686436880384
14210,3768870,3633,811627233043480576
23211,3768871,7405,811386762094317568
5904,3768871,1647,810984652412424192
10057,3768871,2082,810896069567610880
12150,3768871,3043,810657578271330305
39481,3768871,13304,810284430598270976
16308,3768871,3880,810254108431155201
17181,3768871,4498,809920764300447744
18820,3768871,5679,809808892968534016
7693,3768871,1687,809448704142938112
22165,3768871,6519,809220051211603969
14628,3768871,4029,809084759137812480
11221,3768871,3516,808838249661788160
8769,3768872,2502,808733504066486276
12533,3768873,2996,808501579447930884
47106,3768873,23959,808344865868283904
27290,3768873,6925,808134635716833280
9671,3768873,2515,808106460588765185
13948,3768873,4075,808001312164028416
16179,3768873,4267,807621403335917568
106634,3768873,56373,807106840509214720
26849,3768873,8471,807059379405148160
14452,3768874,4402,807010152071229440
83401,3768874,40437,806629075125202948
23074,3768874,6383,806620845233815552
5350,3768874,2216,806576416489959424
11321,3768874,2747,806542213899489280
32504,3768874,13512,806242860592926720
7122,3768874,1383,806219024703037440
19173,3768874,6201,805958939288408065
9164,3768875,2195,805932879469572096
7304,3768875,2126,805826884734976000
22401,3768875,9320,805823200554876929
6342,3768875,1899,805520635690676224
9734,3768875,2916,805487436403003392
8644,3768875,1964,805207613751304193
15262,3768875,4461,804738756058218496
6856,3768875,2341,804475857670639616
11267,3768875,3698,804413760345620481
49596,3768875,18791,804026241225523202
11157,3768875,3202,803773340896923648
21182,3768875,8638,803692223237865472
12226,3768875,4803,803638050916102144
8575,3768875,2155,803380650405482500
17733,3768875,6178,803321560782307329
11161,3768875,2868,803276597545603072
10047,3768875,2322,802952499103731712
12468,3768877,3390,802624713319034886
7919,3768877,1700,802600418706604034
9919,3768878,2909,802572683846291456
18061,3768878,6780,802323869084381190
7011,3768878,1568,802265048156610565
16444,3768878,5202,802247111496568832
10088,3768879,3029,802239329049477120
2915,3768879,314,802185808107208704
8574,3768880,1984,801958328846974976
1948,3768880,274,801854953262350336
9109,3768880,2377,801538201127157760
6760,3768880,955,801285448605831168
27290,3768880,6925,801167903437357056
15351,3768880,4598,801127390143516673
8972,3768881,2417,801115127852503040
774,3768881,113,800859414831898624
11520,3768881,1884,800855607700029440
11655,3768881,3203,800751577355128832
14632,3768882,3476,800513324630806528
10499,3768882,2480,800459316964663297
13050,3768882,5024,800443802682937345
12409,3768882,3250,800388270626521089
13953,3768883,4555,800188575492947969
17023,3768883,2968,800141422401830912
31655,3768883,15274,800018252395122689
17218,3768883,5448,799774291445383169
9352,3768883,2497,799757965289017345
8938,3768883,2207,799422933579902976
24093,3768883,6425,799308762079035393
11024,3768882,3214,799297110730567681
9024,3768882,2852,799063482566066176
14669,3768881,5177,798933969379225600
8223,3768881,1657,798925684722855936
19797,3768880,7685,798705661114773508
20628,3768880,9060,798701998996647937
20286,3768880,7555,798697898615730177
13398,3768880,5779,798694562394996736
8308,3768880,2690,798686750113755136
13733,3768881,5486,798682547630837760
18404,3768881,6454,798673117451325440
8955,3768881,4494,798665375516884993
7091,3768882,2142,798644042770751489
7118,3768882,2265,798628517273620480
15028,3768882,6589,798585098161549313
14703,3768882,6835,798576900688019456
13308,3768882,3901,798340744599797760
11508,3768883,2947,798209839306514432
12975,3768883,3636,797971864723324932
16135,3768883,5622,797545162159308800
22250,3768883,7693,797236660651966464
255,3768883,32,797165961484890113
21968,3768883,10356,796904159865868288
8528,3768883,2188,796865951799083009
13222,3768883,3549,796759840936919040
24088,3768883,8471,796563435802726400
8444,3768883,2035,796484825502875648
12278,3768883,4830,796387464403357696
36048,3768883,16559,796177847564038144
36048,3768883,16559,796149749086875649
5486,3768883,2071,796125600683540480
10109,3768883,2796,796116448414461957
9426,3768884,2690,796080075804475393
12020,3768884,4271,796031486298386433
55479,3768884,27586,795464331001561088
11229,3768884,3310,795400264262053889
18062,3768884,6262,795076730285391872
13117,3768886,3924,794983741416415232
11454,3768886,2684,794926597468000259
30604,3768887,11969,794355576146903043
10648,3768865,3076,794332329137291264
10273,3768889,3874,794205286408003585
18820,3768889,5679,793962221541933056
10247,3768889,2177,793845145112371200
13086,3768889,3646,793614319594401792
8881,3768889,1901,793601777308463104
11908,3768868,2772,793500921481273345
27474,3768890,10673,793286476301799424
9649,3768890,2751,793271401113350145
22263,3768892,9661,793256262322548741
11741,3768892,3790,793241302385262592
10961,3768892,3322,793226087023144960
9957,3768892,3282,793210959003287553
17001,3768892,6504,793195938047070209
7710,3768892,2306,793180763617361921
10436,3768894,3227,793165685325201412
6886,3768894,1982,793150605191548928
7182,3768894,2884,793135492858580992
14138,3768894,4533,793120401413079041
16001,3768894,4693,792913359805018113
12612,3768894,4950,792883833364439040
8170,3768894,1958,792773781206999040
15071,3768894,4976,792394556390137856
7992,3768895,2080,792050063153438720
38343,3768895,24370,791821351946420224
20038,3768895,11208,791784077045166082
10466,3768895,4411,791780927877898241
37678,3768896,21061,791774931465953280
13086,3768896,3646,791672322847637504
14627,3768896,4774,791406955684368384
9801,3768896,2947,791312159183634433
13984,3768896,4818,791026214425268224
11041,3768896,2468,790987426131050500
18527,3768896,5468,790946055508652032
10311,3768896,2686,790723298204217344
9118,3768897,2191,790698755171364864
22397,3768897,8143,790581949425475584
8696,3768897,2160,790337589677002753
14015,3768897,3717,790277117346975746
13468,3768897,4171,790227638568808452
10311,3768897,2686,789986466051088384
11451,3768897,4816,789960241177853952
11614,3768897,4833,789903600034189313
8410,3768897,2072,789628658055020548
7579,3768897,2267,789599242079838210
13117,3768897,3924,789530877013393408
9574,3768897,2655,789314372632018944
14563,3768897,5720,789280767834746880
10147,3768898,2996,789268448748703744
10824,3768898,3232,789137962068021249
30520,3768898,14347,788908386943430656
30604,3768898,11969,788765914992902144
19376,3768899,8365,788552643979468800
15998,3768899,5964,788412144018661376
8060,3768899,2477,788178268662984705
6837,3768899,1502,788150585577050112
12422,3768899,3933,788070120937619456
6838,3768899,1529,788039637453406209
9678,3768899,3523,787810552592695296
11370,3768900,3226,787717603741622272
12064,3768900,3281,787397959788929025
8687,3768900,2024,787322443945877504
13903,3768902,7746,787111942498508800
29595,3768903,9272,786963064373534720
9382,3768903,2809,786729988674449408
20221,3768903,7033,786709082849828864
11908,3768903,2981,786664955043049472
10460,3768903,3575,786595970293370880
12129,3768903,4054,786363235746385920
8892,3768903,3328,786286427768250368
17100,3768903,5529,786233965241827333
1607,3768903,178,786051337297522688
21161,3768903,8148,786036967502913536
12636,3768903,3627,785927819176054784
7452,3768903,2112,785872687017132033
8680,3768903,2545,785639753186217984
10146,3768903,2318,785533386513321988
6782,3768904,1466,785515384317313025
8095,3768904,1897,785264754247995392
13438,3768904,5608,785170936622350336
11268,3768904,3698,784826020293709826
10005,3768904,2945,784517518371221505
6308,3768905,1479,784431430411685888
22401,3768883,9320,784183165795655680
33358,3768906,12874,784057939640352768
33544,3768906,12544,783839966405230592
8176,3768907,2259,783821107061198850
11595,3768907,3706,783695101801398276
9426,3768908,2586,783466772167098368
18821,3768908,6393,783391753726550016
15725,3768909,6495,783347506784731136
32504,3768909,13512,783334639985389568
9069,3768909,2541,783085703974514689
26849,3768910,8471,782969140009107456
8276,3768910,1593,782747134529531904
19173,3768910,6201,782722598790725632
8664,3768911,2177,782598640137187329
18547,3768911,6424,782305867769217024
18484,3768911,7196,782021823840026624
12317,3768912,3885,781955203444699136
11586,3768912,3107,781661882474196992
4445,3768912,1305,781655249211752448
23074,3768913,6383,781524693396357120
7932,3768913,2933,781308096455073793
9403,3768913,2430,781251288990355457
10852,3768913,3149,781163403222056960
24088,3768913,8471,780931614150983680
8007,3768913,2311,780858289093574656
6114,3768914,1493,780800785462489090
13464,3768914,3810,780601303617732608
7001,3768914,2008,780543529827336192
10771,3768914,4293,780496263422808064
963,3768914,136,780476555013349377
5868,3768914,1221,780459368902959104
9671,3768914,2571,780192070812196864
8365,3768914,2644,780092040432480260
13667,3768914,5756,780074436359819264
21161,3768914,8148,779834332596887552
9791,3768914,3584,779377524342161408
34731,3768914,21187,779124354206535695
13146,3768914,4189,779123168116150273
16444,3768915,5202,779056095788752897
22262,3768915,8371,778990705243029504
21213,3768916,11474,778774459159379968
952,3768916,422,778764940568104960
7681,3768916,1549,778748913645780993
6415,3768916,1714,778650543019483137
5166,3768916,1165,778624900596654080
15089,3768917,4988,778408200802557953
28862,3768917,14089,778396591732486144
6502,3768917,1264,778383385161035776
11529,3768919,3804,778286810187399168
9386,3768919,3040,778039087836069888
7292,3768918,1867,778027034220126208
12104,3768918,4053,777953400541634568
7054,3768918,1882,777885040357281792
12468,3768919,3390,777684233540206592
14506,3768919,4915,777641927919427584
9706,3768919,2884,777621514455814149
15858,3768919,4965,777189768882946048
39558,3768919,15743,776819012571455488
5420,3768919,1393,776813020089548800
9823,3768920,3223,776477788987613185
25015,3768920,10590,776249906839351296
33209,3768920,18343,776218204058357768
10635,3768920,2890,776201521193218049
13050,3768920,5024,776113305656188928
2037,3768920,177,776088319444877312
44456,3768920,17522,775898661951791106
12980,3768920,3083,775842724423557120
15351,3768920,4598,775733305207554048
14298,3768920,5262,775729183532220416
8265,3768921,3445,775364825476165632
11261,3768921,4496,775350846108426240
17218,3768921,5448,775085132600442880
9429,3768922,2023,774757898236878852
7461,3768922,2000,774639387460112384
24093,3768922,6425,774314403806253056
11869,3768922,4449,773985732834758656
7078,3768922,1980,773922284943896577
7287,3768923,1873,773704687002451968
5910,3768924,1489,773670353721753600
24461,3768924,7085,773547596996571136
11692,3768924,5860,773336787167145985
25743,3768924,8595,773308824254029826
10368,3768924,3672,773247561583001600
11079,3768924,4713,773191612633579521
9525,3768924,4462,772877495989305348
8820,3768924,2654,772826264096874500
12843,3768925,3881,772615324260794368
7167,3768925,1954,772581559778025472
6642,3768925,1596,772193107915964416
4168,3768925,1292,772152991789019136
4153,3768925,844,772117678702071809
2994,3768925,544,772114945936949249
4438,3768925,1060,772102971039580160
7266,3768925,2158,771908950375665664
13308,3768925,3901,771770456517009408
9146,3768925,2992,771500966810099713
11692,3768925,5860,771380798096281600
14374,3768926,8653,771171053431250945
10184,3768926,3337,771136648247640064
6875,3768926,1648,771102124360998913
6998,3768926,1768,771014301343748096
2400,3768926,252,771004394259247104
5478,3768926,1407,770787852854652928
5734,3768927,1611,770772759874076672
74884,3768927,52101,770743923962707968
8092,3768928,1999,770655142660169732
6962,3768928,2369,770414278348247044
6899,3768928,1703,770293558247038976
10295,3768929,3492,770093767776997377
8353,3768929,2633,770069151037685760
34822,3768929,11050,769940425801170949
7073,3768929,1911,769695466921623552
15879,3768929,8780,769335591808995329
5963,3768929,1954,769212283578875904
